1|1,01005016708417
2|1,02020134002676
3|1,03045453395352
4|1,04081077419239
5|1,05127109637602
6|1,06183654654536
7|1,07250818125422
8|1,08328706767496
9|1,09417428370521
10|1,10517091807565
11|1,11627807045887
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
1|1,01005016708417
2|1,02020134002676
3|1,03045453395352
4|1,04081077419239
5|1,05127109637602
6|1,06183654654536
7|1,07250818125422
8|1,08328706767496
9|1,09417428370521
10|1,10517091807565
11|1,11627807045887
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
0|1
